Nom de l'objet,Programme,Adresse 1,Adresse 2,Adresse 3,Numéro postal,Localité,Canton - Département,Pays,Date de début de l'objet,Date de fin de l'objet,Concours ouvert à,Notes de l'objet,Auteurs,Rôle de l'auteur,Dossiers reliés,Pièces reliées
Concours pour l'aménagement des terrains de l'ancienne gare de Bienne,Urbanisme,,,,,Bienne,,Suisse,01.06.1925,27.09.1925,"Restreint, sur invit","Ouvert par la direction des travaux de la ville entre les cinq architectes ""étrangers"" invités par elle, Fröhlich, Bernouilli, Daxelhofer, Laverrière et Braillard, et le groupe des architectes de Bienne.;Le rendu des projets initiallement prévu le 31 août 1925 est renvoyé au 27 septembre 1925.","Vögtli;Herter, Hermann;Risch, Martin;Villars, Jean-Félix;Martin, Camille;Rittmeyer, Robert","Juré;2e rang;Juré;Juré;Juré;Juré, suppléant",0002.04.0178 ; 0002.03.0067 ; 0002.03.0074,
"Concours d'idées pour le raccordement du Canal transhelvétique au lac Léman, jugement",,,,,,Lausanne,,Suisse,01.06.1948,08.06.1948,,"Extrait du rapprot du jury BTSR 1948 p.214. Délibérations les 1,2,3 et 8 juin. Quinze projets remis dans les délais.  1er prix 7'500.-  2e prix 7'000.-  3e prix 5'500.-  4e prix 5'000.-","Pfister, H. B;Waldvogel, J;Catella, G;Weber, W;Lerch, Arthur &;Lerch, Georges &",2e prix;3e prix;3e prix;4e prix;2e rang;2e rang,,
Concours pour une auberge communale et une grande salle à Echandens,,,,,,Echandens,,Vaud,01.06.1963,28.10.1963,A. romand,"Concours ouvert entre les architectes vaudois ou suisses exerçant leur profession dans les cantons de Vaud, Genève, Neuchâtel, Fribourg et Valais. Pas d'indication du MO, le programme peut être obtenu au ""bureau Nestlé à Echandens""","Maillard, Marcel;Vouga, Jean-Pierre;Chappuis, Aloïs;Fallet, Pierre;Laubscher, Marcel;Pointet, René;Martin, Pierre;Mamin, Eugène",Juré;Juré;Juré;Juré;Juré;Juré;Juré;Indemn. 10e rang,,
"Concours restreint d'architecture pour le pavillon Suisse de l'exposition internationale ""Arts et techniques dans la vie moderne"" Paris 1937",Culture et vie sociale : pavillon d'exposition,,,,,Paris,,,01.07.1936,29.07.1936,"Restreint, sur invit",,"Favarger, Jacques;Reist, waldemar;Henauer, Walter;Streiff, E;Thiessing, René;Hostettler, Emil;Chapallaz, René;Laverrière, Alphonse","Juré;Juré;Juré;Juré;Juré;;Juré, suppléant;",,
Concours d'idées pour un Centre civique à Chênes-Bougeries (Genève),,,,,,Chênes-Bougeries,,Suisse,01.07.1967,1967,A. communal,"Ouvert par la commune entre les architectes domiciliés ou établis dans la commune. Pas d'autre indication (jury, résultats,...) dans le BTSR",,,,
"Concours restreint pour le monument commémoratif de la fondation de l'Union postale universelle, jugement-397",,Steinhauerplatz,,,,Bern,Berne,Suisse,01.08.1904,08.08.1904,,"BTSR 1904, p.339","Saint-Marceaux, René de",Retenu pour l'exéc.,,
"Concours restreint pour le monument commémoratif de la fondation de l'Union postale universelle, jugement-398",,Steinhauerplatz,,,,Bern,Berne,Suisse,01.08.1904,08.08.1904,,"BTSR 1904, p.339","Saint-Marceaux, René de",Retenu pour l'exéc.,,
"Concours pour un collège à Prilly, jugement",,,,,,Prilly,,Vaud,01.08.1907,,,"Rapport du jury BTSR 1907 p. 268. 27 projets rendus, tous dans les délais.;1er prix 400.-  2e prix 350.-  3e prix 250.-","Bueche, Louis &;Bosset, Louis &;Okolski, Eugène d' &;Squire, Edmond &;Epitaux, Georges",2e prix;2e prix;1er  prix;1er  prix;Juré,,
Concours de projets pour un Centre paroissial oecuménique à Ittigen,,,,,,Ittigen,,Suisse,01.08.1974,14.02.1975,A. national,Ouvert par les paroisses protestante de Bolligen et catholique-romaine de Berne entre les architectes domiciliés en Suisse dès avant le 1.1.1973. Pas d'indication de composition du jury dans le BTSR ,,,,
Concours pour l'aménagement d'une nouvelle plage à Lausanne,,Bellerive,,,,Lausanne,,Vaud,01.09.1934,15.11.1934,A. cantonal,Ouvert par la Municipalité entre les architectes vaudois ou suisses domiciliés dans le canton,"Zollinger, Otto;Bernard, E;Mercier, Georges;Von der Mühll, Henri Robert;Schaub, Otto;Gaillard, Emmanuel;Laverrière, Alphonse","1er rang;Juré;2e prix;Juré, suppléant;Juré, suppléant;Juré;",0122.04.0158,
"Concours d'architecture pour la construction de deux bâtiments d'administration fédéraux, à Berne, concours A",Administration,Theodor Kocherstr.,Inselgasse,Amthausgasse,,Berne,Berne,Suisse,01.09.1943,01.02.1944,Suisses et établis en Suisse,"Sont autorisés à participer au concours:;a) tous les architectes résidant en Suisse depuis deux mois avant la date du concours;;b) les collaborateurs qui emplissent les mêmes conditions;;c) les architectes qui, ayant qualité d'employés et remplissant les mêmes conditions, fournissent une déclaration de consentement de l'employeur.;Le concurrent ne peut participer qu'au concours A ou B et ne remettra qu' un seul projet.","Bärtschi, E;Hofmann, Max;Leuzinger, A.;Kaufmann, Jos;Fatio, Edmond;Hiller, Fritz;Lutz, Max;Laverrière, Alphonse",Juré;4e prix;Juré;Juré;Juré;Juré;3e prix;,0002.03.0125,
"Concours d'architecture pour la construction de deux bâtiments d'administration fédéraux, à Berne, concours B",Administration,"Monbijou, rue",Mühlemattstrasse,,,Berne,Berne,Suisse,01.09.1943,01.02.1944,Suisses et établis en Suisse,"Sont autorisés à participer aux concours:;a) tous les architectes résident en Suisse depuis deux mois avant la date du concours;;b) les collaborateurs qui remplissent les mêmes conditions;;c) les architectes qui, ayant qualité d'employés et remplissant les mêmes conditions, fournissent une déclaration de consentement de l'employeur.;Chaque concurrent reçoit gratuitement les document intéressant les concours A et B. Mais il ne peut participer qu'au concours A ou B et ne remettra qu'un seul projet.","Antonini, G;Directeur Reinhart;Strasser, E;Kaufmann, Jos;Dunkel, William L;Krebs, Friedrich;Gilliard, Frédéric;Bräuning, Franz;Ott, J","4e prix;Juré;Juré;Juré;Juré;3e prix;Juré, suppléant;Juré, président;Juré, suppléant",,
Concours pour deux bâtiments d'administration à Berne,,Theodor Kocher Strasse,,Monbijoustrasse,,Bern,Berne,Suisse,01.09.1943,01.04.1944,A. national,"Ouvert par le Département fédéral de l'Intérieur (direction des constructions fédérales) entre les architectes résidant en Suisse depuis deux mois au moins. Il s'agit de deux bâtiments distincts, prévus sur des sites différents; les concurrents ne peuvent produire de projet que pour un seul des deux sites. Concours A) Theodor Kocher strasse/Inselgasse; concours B) Monbijoustrasse/Mühlemattstrasse. Pas d'indication de composition du jury, chercher dans SBZ",,,,
Concours pour le monument commémoratif de la fondation de l'Union postale universelle,Monument,Steinhauerplatz,,,,Bern,Berne,Suisse,01.10.1902,15.09.1903,International,"Le quatre juillet 1900, le Congrès postal de Berne décide l'érection du monument commémoratif et confie la réalisation du projet au Conseil fédéral suisse. ","Armstead, H.-H;Mehldahl;Lalaing de;Ximenes, Ettore;Strobl, Aloïs;Ruffy, Eugène;Velada, Urioste;Hellmer, Edmond;Bluntschli, Friedrich;Hake;Bartholomé, A",Juré;Juré;Juré;Juré;Juré;Juré;Juré;Juré;Juré;Juré;Juré,,
Concours d'idées pour la révision du plan d'extension de la ville de Lausanne,Urbanisme,,,,,Lausanne,,Suisse,01.10.1931,02.05.1932,Suisses et établis en Suisse,"Description du programme BTSR 1932 p.251 et commentaires de Jean Peitrequin dans le BTSR 1931 p. 270, 1932 p.21 et 1933 p. 257. Ouvert entre les architectes, ingénieurs, géomètres suisses ou établis en Suisse depuis le 1er janvier 1927.;Initialement prévu le le 31 mars 1932, le rendu des projets a été repoussé au 2 mai 1932.","Thévenaz, Charles;Simon, Eugène;Savary, Edouard;Oyex, César;Braillard, Maurice;Guyonnet, Adolphe;Hippenmeier, Konrad;Bernoulli, Hans;Gaillard, Emmanuel;Rochat-Mercier, Frédéric;Rivier, E;Haemmerli, Gustave;Laverrière, Alphonse","1er  prix;Juré;Juré;Juré;2e prix;Juré;Juré;Juré;Juré;Juré;Juré, suppléant;Juré;",0002.03.0068,
Concours d'idées pour une grande salle de la Maison du peuple,,,,,,La Chaux-de-Fonds,,Suisse,01.11.1919,24.01.1920,Arch.suisses,Ouvert par la Commune entre les architectes suisses,"Thévenaz, Charles;Bréguet, Edmond;Bernoulli, Hans;Martin, Camille;Payot;Indermühle, Karl;Belli, Robert","Juré, président;Juré;Juré;Juré;Juré;Juré;Juré, remplaçant",,
"Concours pour un hôtel de la Banque Populaire Suisse, à Zürich",,,,,,Zürich,,Zurich,01.11.1919,31.03.1920,,"Ouvert par la BPS entre les architectes suisses établis dans le canton de Zürich et domiciliés dans le canton avant le 1er janvier 1919. Montant total des primes 35'000.-, plus 2'000.- pour chaque achat","Suter, Rudolf;Risch, Martin;Bernoulli, Hans;Künzli, N;Widmer, Friedrich;Weilenmann, J.-J;Maag;Hochuli, A","Juré;Juré;Juré;Juré;Juré;Juré, suppléant;Juré, président;Secrétaire, assiste",,
"Concours pour une garderie d'enfants avec classes enfantines et aménagement d'une place de jeux pour enfants, à Montelly, Lausanne",,"Montelly, chemin de",,,,Lausanne,,Vaud,01.11.1961,30.03.1962,A. communal,Ouvert par la Municipalité entre les architectes domiciliés ou établis sur le territoire de la commune et les architectes employés dont l'emploxyeur n'est pas concurrent et donne son autorisation. La collaboration avec des architectes-paysagistes peut être admise et reconnue. MOntant des prix 10'000.- et 2'000.- pour des achats. Pas d'indication de composition du jury dans le BTSR,,,,
"Concours pour le Plan d'aménagement du quartier de la Maladière, entre la route cantonale et le lac, à Neuchâtel, jugement",,"Maladière, route cantonale de la","Agassiz, rue","Saars, les",,Neuchâtel,,Neuchâtel,01.12.1906,,,"Rapport du jury BTSR 1906, p. 288. 19 projets reçus dans les délais. 1er prix 500.-  2e prix 300.-  3e prix 200.-, une mention honorable. Après la délibération du jury et sur proposition de la Commission des travaux publics, le conseil communal décidera l'acquisition de deux projets, ceux de MM. de Bosset et Max de Rham","Hindermann, H;Reimann, Hans +;Hippenmeier, K & +;Hippenmeier, J & +;Châble, Gustave &;Bovet, Edouard &;Rordorf, David &;Rordorf, frère 2 &;Bosset, Henri de;Rham, Maximilien de",2e prix;3e prix;3e prix;3e prix;3e prix;3e prix;Mention honorable;Mention honorable;2e prix;Achat ultérieur,,
"Concours pour l'aménagement du quartier de Villamont et de la place du Faucon, jugement",,"Etraz, rue","Faucon, place du","Marterey, rue",,Lausanne,,Vaud,01.12.1924,,,"Extrait du rapport du jury 1925 p.76, 89 et 117. Voir aussi BTSR 1926 p.94. Huit projets remis dans les délais. Pas de premier prix, ""aucun des projets destinés à être primés...ne peut servir de base aux études définitives et ne révèle chez leur auteur une conviction ou un tempérament qui s'impose"". Description du plan élaboré par la suite BTSR 1926 p.94;2e prix 2'600.-  3e prix 2'400.-  4e prix 1'800.-  Un achat 1'200.-","Andréen, Charles;Oulevey, Oscar;Epitaux, Georges;Laverrière, Alphonse",2e prix;Suppléant;Juré;,,
"Concours pour l'aménagement du quartier de Villamont et de la place du Faucon, jugement",Urbanisme,"Etraz, rue","Faucon, place du","Marterey, rue",,Lausanne,,Vaud,01.12.1924,,,"Extrait du rapport du jury 1925 p.76, 89 et 117. Voir aussi BTSR 1926 p.94. Huit projets remis dans les délais. Pas de premier prix, ""aucun des projets destinés à être primés...ne peut servir de base aux études définitives et ne révèle chez leur auteur une conviction ou un tempérament qui s'impose"". Description du plan élaboré par la suite BTSR 1926 p.94;2e prix 2'600.-  3e prix 2'400.-  4e prix 1'800.-  Un achat 1'200.-","Epitaux, Georges;Laverrière, Alphonse;Oulevey, Oscar;Andréen, Charles",Juré;;Suppléant;2e prix,0002.04.0154 ; 0002.04.0153,
"Concours pour l'aménagement de la place de la gare, à Berne",,Bahnhofplatz,,,,Bern,Berne,Suisse,01.12.1928,15.02.1929,A.suis.et dom.s.,"Ouvert par la Municipalité, la direction du Bürgerspital et la Direction générale des CFF entre les architectes suisses domiciliés en Suisse depuis un an. Pas d'indication des résultats dans le BTSR, chercher dans SBZ. Récompenses prévues: 18'000.- et 3'000.-pour d'éventuels achats","Hippenmeier, Konrad;Reber, A;Blum, O;Grimm, R;Hoechel, Arnold;Hiller, Fritz;Nager, Théodore;Lindt, H;Gerster, Albert","Juré;Juré;Juré;Juré;2e prix;Juré;Juré;Juré, président;Juré, absent",,
"Concours pour l'agrandissement de l'asile St-Josefsheim, à La Souste(Loèche)",,,,,,Leuk,,Suisse,01.12.1928,28.01.1929,,Description du programme BTSR 1929 p.235. Ouvert par le Conseil d'administration de l'Asile des Pauvres et des Vieillards St-Josefsheim à La Souste (Loèche) entre tous les architectes suisses domiciliés en Suisse. Bayard est absent lors du deuxième jour de délibération,"Meyer, L;Bayard, A;Schmidt, Ch;Kalbermatten, Alphonse de;Fatio, Edmond",Juré;Juré;Juré;Juré;Juré,,
"Concours pour l'aménagement d'une usine à gaz, à Sion",,,,,,Sion,,Suisse,01.12.1928,15.01.1929,,"Ouvert par la Commune"" entre les techniciens de l'industrie du gaz pour la construction et l'installation complète d'une usine à gaz destinée à desservir la région  Sion-Sierre-Chippis- Montana""  Récompenses: 3'000.- pour primer trois projets. Pas d'indication de composition du jury ni de résultats dans le BTSR",,,,
"Concours pour la Station fédérale de recherches agronomiques à Changins, jugement",,,,,,Changins,,Suisse,01.12.1969,05.12.1969,,"Extraits du rapport du jury BTSR 1970 p.70. Vingt-quatre projets remis dans les délais. Délibération les 1,2,4 et 5 décembre. Les quatre premiers projets primés sont chargés, sur recommandation du jury, de développer des avant-projets qui sont rendus le 14 avril 1970 et examinés par le jury fonctionnant comme commission d'experts. Celui-ci propose de confier deux mandats: le premier à Edouard et Dominique Reverdin pour les laboratoires, bureaux, cave, halle, grange et serres, le second à Heidi et Peter Wenger pour les locaux communs, centre professionnel, internat, station d'énergie et ferme (BTSR 1970 p.161).  1er prix 14'000.-  2e prix 12'000.-  3e prix 11'000.-  4e prix 10'000.-  5e prix 8'000.-  6e prix 6'000.-  7e prix 5'000.-  8e prix 4'000.-  Quatre achats 2'500.- (Guth/Jenny; Guex/Kirchhoff/Bühler; Lozeron; Brugger)","Brugger, Frédéric;Lozeron, Arthur;Jenny, Jean-Marc +;Bühler, Bernard;Guex, Edmond +;Guth, François +;Kirchhoff, Gerd +;Reverdin, Dominique;Wenger, Peter &;Wenger, Heidi &;Raccoursier, Claude;Boschetti, Fonso;Urech, Jean-Daniel +;Zentner, Hansjörg +;Maillard, Marcel &;Maillard, Jacques &;Isler, Heinz;Reimann, Edouard +;Plüss, Werner +;Vuarraz, Serge, coll.;Girod, Charles-André, coll.;Frey, Gilbert +;Damay, Alfred +;Burky, Marcel +;Frey, Michel +;Montessuit, Jean +;Luscher, Rodolphe","Juré, suppléant;Mention spéciale;Achat;Achat;Achat;Achat;Achat;Juré;3e prix;3e prix;Juré, absent;Juré;3e prix;8e prix;2e prix;2e prix;6e prix;6e prix;6e prix;1er  prix;1er  prix;1er  prix;Indemnité 800.-;1er  prix;1er  prix;1er  prix;5e prix",,
"Concours pour la construction d'un pont sur le Rhin, jugement",,,,,,Basel,,Suisse,02.01.1902,,,"BTSR 1902 p.24 et chercher SBZ début 1902. Délibération du jury du 2 au 5 janvier 1902. 28 projets présentés, 15 ponts en pierre et 13 en ""pierre et fer"". 1er prix, auteur Buss, entr. Buss + Holzmann,"" Granit II"" 7'000.-; 2ème prix,"" Rhein"" 6'000.-; 3èmes prix, chacun 4'000.-. Les lauréats du 2ème prix se présentent ensemble à la fois comme auteurs du projet et comme entrepreneurs.Il y a trois 3ème prix:;1)""Stein und Eisen"", Ateliers d'Esslingen, Kübler, Eisenlohr & Weigle, Entr.: Baresel     ;2)""Porta Helvetiae Stein"", Holzmann, Lauter & Ritter, La Roche, Entr.: Holzmann, Buss ;3) ""St.Jakob I"", Zschokke, Soc.bâloise de constr., Travlos; Vischer, Huber & Sturm, Entrepreneurs:  Zschokke, Soc.bâloise de constr.  (BTSR 1902 p.24)","Buss, Albert & Cie;Zschokke, Conradin;Krohn;Visscher, A;Sté. bâloise de construction;Gutehoffnungshütte;Weigle &;Sturm & +;Zschokke, Conrad;Atelier de construction Esslingen;Travlos, E.;Visscher, A +;Baresel, C;Kübler;Holzmann, Phil. & Cie;Lauter &;La Roche, Emanuel;Eisenlohr &;Ritter &;Huber, P & +;von Thiersch, Friedrich;Faesch, Emil;Rosshändler, J +;Mast, J +","1er  prix;Concurrent probable;2e prix;2e prix;2e prix, 3e prix;2e prix;3e prix;3e prix;3e prix;3e prix;3e prix;3e prix;3e prix;3e prix;1er  prix, 3e prix;3e prix;Juré;3e prix;3e prix;3e prix;Juré;Juré;1er  prix;1er  prix",,
"Concours pour l'école du quartier de l'Auge, à Fribourg",,,,,,Fribourg,,Suisse,02.01.1931,3.1931,,Ouvert entre les architectes fribourgeois ou domiciliés dans le canton depuis un an. Brève description du programme BTSR 1931 p.191,"Thévenaz, Charles;Brulhart, H;Reiners, Héribert;Jungo, Léon;Lateltin, Edmond;Indermühle, Karl","Juré, président;Juré;Juré;Juré;Juré;Juré",,
"Concours pour l'école du quartier des Places, à Fribourg, jugement ",,"Arsenaux, route des",,,,Fribourg,,Fribourg,02.02.1938,03.02.1938,,"Extrait du rapport du jury BTSR 1938 p.117,149,162 et 175. Trente et un projets remis.  1er prix 2'000.-  2e prix 1'700.-  3e prix 1'400.-  4e prix 800.-  5e prix 600.-  6e prix 500.-","Rosset &;Matthey &;Diener, Joseph +;Colliard +;Tinguely, P;Haering, Jean-Charles;Vauthey, P;Reynold, Franz de","Invité, non primé;Invité, non primé;3e prix;3e prix;4e prix;5e prix;6e prix;1er  prix",,
"Concours pour l'aménagement général et construction de tribunes couvertes au Parc des Sports, à la Pontaise, à Lausanne","Sport,  loisirs et hygiène",,,,,Lausanne,,Suisse,02.02.1948,03.05.1948,Vaudois et domicilié,Ouvert par la Municipalité entre les architectes vaudois ou suisses domiciliés dans le canton depuis un an avant l'ouverture ou employés d'architectes ne participant pas moyennant autorisation écrite de l'employeur. Extrait du programme BTSR 1948 p.26. Les suppléants participent-ils au jury?,"Monneyron, Marc-Louis;Graber, Paul;Muzzolini, V;Tschumy, Adrien;Baumgartner, A;Loup, Robert;Bonnard, René;Rivier, E;Jaccard, P.-H;Bussey, A;Laverrière, Alphonse","Juré;Juré;Juré;Juré;Juré, suppléant;3e prix;2e prix;Juré, suppléant;;Juré;",0002.03.0122,
"Concours pour le pont sur la Chandelard (autoroute du Léman N9), jugement",,,,,,Lausanne,,Vaud,02.02.1970,,,"Pas d'autre indication dans le BTSR (autres prix, montants des primes, nombre de projets remis)","Burri, F &;Kalbermatten, G de &;Giovanola, Frères SA",5e prix;5e prix;3e prix,,
"Concours pour deux projets de Station-Abris à construire l'une à Chantepoulet, l'autre place Longemalle, à Genève, jugement",,"Chantepoulet, rue de","Longemalle, place",,,Genève,,Genève,02.03.1910,,,"Rapport du jury BTSR p.91 et 103. 74 projets reçus, tous dans les délais, 38 pour Chantepoulet et 36 pour Longemalle. Dans l'ordre, comme ci-dessus:;1) Chantepoulet 1er prix 250.-  2e prix 125.-  3e prix 75.- Une mention;2) Longemalle    1er prix 200.-  2e prix 100.-  3e prix 50.- Deux mentions;Revilliod & Turrettini construiront l'abri rue Chantepoulet (inauguration 1915). L'auteur place Longemalle n'est pas indiqué par le BTSR et l'INSA; abri démoli","Billon, Lilly Ellen;Miège, Gabriel;Bulgaroni, Henri;Brossin, Paul;Turrettini, Maurice &;Fatio, Edmond +;Revilliod, Guillaume &;Levarel, Alfred +;Randon, H;Fröhlicher, Ernst &;Fröhlicher, Carl &",2e prix;2e prix;3e prix;3e prix;1er  prix;2e prix;1er  prix;1er  prix;Mention honorable;3e prix ex aequo;3e prix ex aequo,,
Concours pour petites villas et maisons familiales à Genève,,,,,,Genève,,Suisse,02.03.1935,02.04.1935,Cantonal,"Ouvert par le Département des Travaux publics (en collaboration avec la Chambre syndicale des entrepreneurs de charpente, menuiserie et parqueterie du canton de Genève et la Fédération genevoise des Corporations, groupe patronal du bois) entre les architectes et techniciens de ""nationalité"" genevoise ou suisse domiciliés à Genève avant le 1er janvier 1935.","Bernoulli, Hans;Rohn, Roland;Bovy, Gabriel;Meyer, Frédéric;Duret, F;Braillard, Maurice;Vierne, André;Favarger, Jacques",Juré;Juré;Juré;Juré;Juré;2e prix;Collaborateur;Juré,,
"Concours pour des maisons destinées au logement du personnel de l'usine de Verbois, à Genève, jugement",,,,,,Russin,,Suisse,02.03.1939,03.03.1939,,Extrait du rapport du jury BTSR 1939 p. 209. Trente-huit projets remis. 1er prix 2'400.-  Deux 2e prix ex-aequo 1'100.-  Deux 3e prix ex-aequo 700.-Remarques à propos du concours par J.-P. Vouga BTSR 1939 p. 215,"Rigollet, Claude +;Champod, Jean +;Schürch, Jean-H;Braillard, Pierre +;Braillard, Maurice +;Tréand, Louis +;Atelier d'architectes genevois;Odier, Ernest +;Picot, Jean +",1er  prix;1er  prix;2e prix ex aequo;1er  prix;Primé;3e prix ex aequo;1er prix ex aequo;3e prix ex aequo;3e prix ex aequo,,
Concours pour l'étude du nouvel hôtel des postes à Neuchâtel,,"Port, place du",,,,Neuchâtel,,Neuchâtel,02.04.1892,01.07.1892,,Ouvert par le Département de l'Intérieur entre les architectes suisses ou établis en S.  Description du programme SBZ vol. XIX p.99,"Tièche, Adolf;Füchslin, Adolf;Boissonnas, Charles;Höhn, E;Flückiger, Arnold",Juré;Juré;Juré;Juré;Juré,,
Concours pour un Hôtel des Postes et Télégraphes à Berne,,Aarbergergasse,Anatomiegasse,,,Bern,Berne,Suisse,02.04.1898,01.09.1898,A. national,"Ouvert par leDépartement de l'Intérieur entre les architectes suisses ou établis en S. Description du programme SBZ vol. XXXI p.107 et composition du jury vol. XXX p.168. Le jury est nommé pour les deux concours de bâtiments postaux de Bern et Schaffhausen, basés sur le même programme","Burnat, Ernest;Lutz, H;Auer, Hans;Gull, Gustave;Hoffmann, Ludwig;Hirsch, Q;Flückiger, Arnold",Juré;Juré;Juré;Juré;Juré;Juré;Juré,,
